	Sample_H1_08	Sample_H1_09	Sample_H1_10	Sample_H1_11	Sample_H1_12	Sample_H1_14	Sample_H1_19	Sample_H1_22	Sample_H1_29	Sample_H2_05	Sample_H2_09	Sample_H2_107	Sample_H2_109	Sample_H2_119	Sample_H2_13	Sample_H2_24	Sample_H2_25	Sample_H2_28	Sample_H2_37	Sample_H2_46	Sample_H2_61	Sample_H2_76	Sample_H2_82	Sample_H2_84	Sample_H2_92	Sample_H2_96	Sample_P01	Sample_P02	Sample_P03	Sample_P06	Sample_P08	Sample_P11	Sample_P12	Sample_P15	Sample_P18	Sample_s11	Sample_s104	Sample_s109	Sample_s112	Sample_s115	Sample_s127	Sample_s128	Sample_s143	Sample_s148	Sample_s153	Sample_s154	Sample_s156	Sample_s158	Sample_s159	Sample_s164	Sample_s167	Sample_s168	Sample_s181	Sample_s184	Sample_s185	Sample_s189	Sample_s200	Sample_s201	Sample_s203	Sample_s207	Sample_s209	Sample_s77	Sample_s82	Sample_s89	Sample_s90	Sample_s91	Sample_s92	Sample_s94	Sample_s96	Sample_s97	Sample_s98	Sample_s99	Sample_S10A	Sample_S11A	Sample_S12A	Sample_S13A	Sample_S14A	Sample_S15A	Sample_S16A	Sample_S17A	Sample_S18A	Sample_S19A	Sample_S1A	Sample_S20A	Sample_S21A	Sample_S22A	Sample_S23A	Sample_S24A	Sample_S25A	Sample_S26A	Sample_S27A	Sample_S28A	Sample_S29A	Sample_S2A	Sample_S30A	Sample_S31A	Sample_S32A	Sample_S33A	Sample_S34A	Sample_S35A	Sample_S36A	Sample_S37A	Sample_S38A	Sample_S39A	Sample_S3A	Sample_S40A	Sample_S41A	Sample_S42A	Sample_S43A	Sample_S4A	Sample_S5A	Sample_S6A	Sample_S7A	Sample_S8A	Sample_S9A	Sample_S10B	Sample_S11B	Sample_S12B	Sample_S13B	Sample_S14B	Sample_S15B	Sample_S16B	Sample_S17B	Sample_S18B	Sample_S19B	Sample_S1B	Sample_S20B	Sample_S21B	Sample_S22B	Sample_S23B	Sample_S24B	Sample_S25B	Sample_S26B	Sample_S27B	Sample_S28B	Sample_S29B	Sample_S2B	Sample_S30B	Sample_S31B	Sample_S32B	Sample_S33B	Sample_S34B	Sample_S35B	Sample_S36B	Sample_S37B	Sample_S38B	Sample_S39B	Sample_S3B	Sample_S40B	Sample_S41B	Sample_S42B	Sample_S43B	Sample_S4B	Sample_S5B	Sample_S6B	Sample_S7B	Sample_S8B	Sample_S9B
Sample_H1_09.48	-2.435393451	0.909978917	0.284045875	-0.134919912	1.578554713	0.276395045	1.400683128	-2.435393451	-2.435393451	-0.329310307	0.357132906	0.923742388	0.520272489	1.07913254	0.794002429	-0.873630862	0.888678819	1.576293005	1.267194957	1.039035135	1.36397257	0.965375096	-2.435393451	-2.435393451	-2.435393451	-2.435393451	1.470360897	-0.001110548	-2.435393451	-2.435393451	-2.435393451	0.781155675	-0.26849134	-2.435393451	1.418964065	-2.435393451	1.985210005	0.633410332	1.39843769	-2.435393451	-2.435393451	-2.435393451	2.438978135	2.043743203	0.706726323	-2.435393451	-2.435393451	1.755534143	1.383363974	-2.435393451	3.04965466	1.634061559	-0.041494752	2.093235991	-2.435393451	0.928385107	1.58889586	-2.435393451	1.816067476	-2.435393451	2.341380938	-2.435393451	2.550398486	1.81317503	1.581676967	0.668047966	1.344188113	0.229256732	0.587612548	1.899123596	1.00013234	0.387622317	0.586710376	0.196528457	0.187086037	-2.435393451	-2.435393451	1.769754614	1.448618754	1.407239552	2.061217576	1.064505757	-1.58045883	1.108432525	0.094255038	-2.435393451	-2.435393451	-1.597305629	-1.147350496	-0.036662043	0.442629782	1.496687199	-2.435393451	1.539987636	-1.317934809	0.230307937	1.311973497	-2.435393451	-0.403429308	0.930170383	2.297442585	-0.427799408	-2.435393451	-2.435393451	-2.435393451	-2.435393451	0.374956526	0.348718775	0.597290465	1.244955705	1.665056699	1.451788956	1.037067255	0.603727641	-1.47016614	1.09283174	1.406589638	1.516453953	-2.435393451	-2.435393451	2.467239341	-2.435393451	1.045102659	3.099416076	-0.700174277	0.619429609	2.502615305	1.747542641	-2.435393451	-2.435393451	-2.435393451	-2.435393451	0.141184127	1.461046014	2.320718102	-2.435393451	-2.435393451	3.059722695	1.042931022	1.088069693	1.820754152	-2.435393451	2.644076112	2.888770175	0.16932739	-1.018430238	0.843928956	-2.435393451	-2.435393451	-0.461338781	1.195855414	-2.435393451	-0.029168188	1.793434512	0.64779106	2.42216226	2.57988211	-2.435393451
Sample_H1_11.16	-0.020461639	-0.020461639	-0.020461639	3.212477393	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639	-0.020461639
Sample_H1_11.19	-0.52436125	-0.52436125	3.238739715	3.388257795	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	4.416829543	-0.52436125	-0.52436125	1.327748126	-0.52436125	1.98838705	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.523395549	1.028077603	-0.52436125	-0.52436125	3.543200705	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.625868678	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	3.812717198	-0.52436125	-0.52436125	3.071127771	-0.52436125	-0.52436125	-0.52436125	1.968888711	-0.52436125	3.844319139	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.885416234	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	0.900888664	1.741949023	-0.52436125	1.551214053	2.970004309	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.53832464	1.740027339	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	2.499764375	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.142938685	1.225790162	0.893786636	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.886055177	1.813543237	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.650031562	2.995040259	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.229690444	-0.52436125	-0.52436125	-0.52436125	2.404187714	-0.52436125	-0.52436125	-0.52436125	-0.52436125	-0.52436125	1.74766864	-0.52436125	-0.52436125	-0.52436125	-0.52436125
Sample_H1_11.20	-0.079750946	-0.079750946	-0.079750946	4.348856974	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	3.972151669	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	4.040388	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946	-0.079750946
Sample_H1_11.21	-0.158764249	-0.158764249	-0.158764249	3.965684282	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	1.835843742	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	0.853803999	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	3.208772144	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	2.222246568	1.061820298	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	2.049197375	-0.158764249	-0.158764249	1.121859424	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	0.680571263	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	2.79042091	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	1.22382552	-0.158764249	0.310611485	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	-0.158764249	1.696159125	-0.158764249	-0.158764249	-0.158764249	-0.158764249
Sample_H1_11.24	-0.08474183	-0.08474183	-0.08474183	3.267296124	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	2.367063098	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	1.742503665	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	2.462595402	-0.08474183	-0.08474183	-0.08474183	1.527982473	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	1.513317471	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183	-0.08474183
Sample_H1_11.37	-0.03597441	-0.03597441	-0.03597441	2.674201603	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	2.937806358	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441	-0.03597441
Sample_H1_11.40	-0.566640507	1.16059815	-0.566640507	2.261610003	0.985710332	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	0.063698836	-0.566640507	-0.566640507	0.18464243	0.758513165	0.171692906	1.595720864	-0.566640507	0.488005115	1.597580337	0.830781227	-0.566640507	0.888758946	-0.566640507	-0.566640507	-0.566640507	0.74394396	0.874320372	-0.566640507	-0.566640507	-0.566640507	-0.566640507	1.74328979	1.19136384	1.201856256	-0.566640507	-0.566640507	3.18078832	1.938471864	1.91048779	3.430572778	-0.566640507	-0.566640507	1.882073644	-0.566640507	2.081799093	-0.566640507	0.727206272	-0.566640507	-0.044087128	1.004969144	-0.566640507	-0.566640507	0.029698654	0.772409855	1.649969509	-0.566640507	-0.566640507	1.39297802	0.747773599	-0.566640507	-0.172096595	-0.566640507	-0.566640507	1.103318429	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	2.320286247	0.622312208	0.750472018	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	0.25423032	-0.566640507	0.341402024	-0.566640507	0.546717686	-0.566640507	0.613858941	0.346824959	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.136873979	-0.566640507	0.013701796	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	-0.566640507	1.927639028	1.111931075	-0.566640507	-0.566640507	-0.566640507	1.07732055	-0.566640507	1.828981266	-0.566640507	-0.566640507	-0.08794927	-0.566640507	-0.227495122	-0.566640507	-0.566640507	-0.566640507	-0.07886154	-0.566640507	-0.566640507	-0.566640507	-0.566640507	0.68102122	0.269127807	0.593342694	1.132445654	-0.566640507	0.630846902	-0.566640507	-0.566640507	-0.566640507	-0.566640507	0.101110816	0.689358892	-0.566640507	0.502458861	1.894779391
Sample_H1_11.45	-0.133737614	-0.133737614	-0.133737614	4.203500951	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	3.582531585	-0.133737614	-0.133737614	-0.133737614	1.605713756	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	2.597669307	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	4.137810232	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	1.662609708	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	2.404544233	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614	-0.133737614
Sample_H1_11.52	-0.111421141	-0.111421141	-0.111421141	2.800040838	2.929941108	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	1.008860874	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	1.030292027	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	2.660790651	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	2.803192864	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	1.046961139	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	1.279745209	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	1.04192536	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141	-0.111421141
Sample_H1_11.56	-0.132417527	-0.132417527	-0.132417527	2.696064678	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	1.695609259	-0.132417527	2.055107528	-0.132417527	-0.132417527	-0.132417527	-0.132417527	1.211883308	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	1.63416431	-0.132417527	0.133800411	-0.132417527	-0.132417527	-0.132417527	0.802767788	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	1.89416326	1.446699437	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	0.971022092	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	0.519019512	1.50994373	0.072142079	-0.132417527	-0.132417527	1.112144413	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	0.490288324	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	0.558468749	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527	-0.132417527
